NAME;LONGNAME;HD_ICD_10;CAT
H7_SCLERITIS;Scleritis;H150;H
H7_SEVVISIMPBINOC;Severe visual impairment, binocular;H541;H
H7_SEVVISIMPMONOC;Severe visual impairment, monocular;H545;H
H7_STENOLACRI;Stenosis and insufficiency of lacrimal passages;H045;H
H7_STRABMECH;Mechanical strabismus;H506;H
H7_STRABNAS;Other specified and unspecified strabismus;H50[8-9];H
H7_STRABOTH;Other strabismus;H50;H
H7_VASCCILIARY;Hyphaema and other vascular disorders of iris and ciliary body;H21[0-1];H
H7_VERTISTRAB;Vertical strabismus;H502;H
H7_VISDISTNAS;Other and unspecified visual disturbances;H53[8-9];H
H7_VISFIELDDEF;Visual field defects;H534;H
H7_VISIMPBILATERAL;Blindness or visual impairment, binocular;H540;H
H7_VISUALPATHNAS;Disorder of visual pathways, unspecified;H477;H
H7_VISUDISTURB;Visual disturbances;H53;H
H7_VISUDISTURBSUB;Subjective visual disturbances;H531;H
H7_VITRBODYGLOBE;Disorders of vitreous body;H43;H
H7_VITRCRYSTAL;Crystalline deposits in vitreous body;H432;H
H7_VITROPACIT;Other vitreous opacities;H433;H
H7_VITROTH;Other and unspecified disorders of vitreous body;H43[8-9];H
H7_VITRPROLAPSE;Vitreous prolapse;H430;H
H7_XANTHELASMA;Xanthelasma of eyelid;H026;H
H8_ABNAUDPER;Other abnormal auditory perceptions;H932;H
H8_BPV;Benign paroxysmal vertigo;H811;H
H8_CERUMEN;Impacted cerumen;H612;H
H8_CHOLEASTOMA;Cholesteatoma of middle ear;H71;H
H8_CHRON_SUPOTITIS;Chronic suppurative otitis media;H66[1-3];H
H8_DISCON;Discontinuity and dislocation of ear ossicles;H742;H
H8_EARNAS;Other specified/unspecified disorders of ear;H93[8-9];H
H8_EUSTNAS;Other disorders of Eustachian tube;H69;H
H8_EUSTSALP;Eustachian salpingitis and obstruction;H68[0-1];H
H8_EXT_ABSC;Abscess of external ear;H600;H
H8_EXT_CELLUL;Cellulitis of external ear;H601;H
H8_EXT_CHOL;Cholesteatoma of external ear;H604;H
H8_EXT_INFNAS;Other infective otitis externa;H603;H
H8_EXT_MALIGN;Malignant otitis externa;H602;H
H8_EXT_NAS;Otitis externa, unspecified;H609;H
H8_EXT_NONINF;Acute otitis externa, noninfective;H605;H
H8_EXT_OTH;Other otitis externa (chronic);H608;H
H8_EXTDISINOTH;Disorder of external ear, unspecified;H62;H
H8_EXTDISNAS;Other specified disorders of external ear;H61[8-9];H
H8_EXTERNAL;Diseases of external ear;H6[0-2];H
H8_EXTOTITIS;Otitis externa;H60;H
H8_HL_CON_NAS;Conductive hearing loss, unspecified;H90[0-2];H
H8_HL_DEAFMUT;Deaf mutism, not elsewhere classified;H913;H
H8_HL_IDIOP;Sudden idiopathic hearing loss;H912;H
H8_HL_MIX_NAS;Mixed conductive and sensorineural hearing loss;H90[6-8];H
H8_HL_NAS;Other specified/unspecified hearing loss;H91[8-9];H
H8_HL_OTOTOX;Ototoxic hearing loss;H910;H
H8_HL_PRESBY;Presbycusis;H911;H
H8_HL_SEN_NAS;Sensorineural hearing loss;H90[3-5];H
H8_INNERNAS;Other specified/unspecified diseases of inner ear;H83[8-9];H
H8_LABYRFISTU;Labyrinthine fistula;H831;H
H8_LABYRINTHITIS;Labyrinthitis;H830;H
H8_MASTACU;Acute mastoiditis;H700;H
H8_MASTCHRON;Chronic mastoiditis;H701;H
H8_MASTNAS;Other/unspecified mastoiditis and related conditions;H70[8-9];H
H8_MED_SUPP;Suppurative and unspecified otitis media;;
H8_MENIERE;Ménière disease;H810;H
H8_MIDDLEADDH;Adhesive middle ear disease;H741;H
H8_MIDDLEMASTOID;Diseases of middle ear and mastoid;H6[5-9]|H7[0-5];H
H8_MIDDMASTNAS;Other specified/unspecified disorders of middle ear and mastoid;H74[8-9];H
H8_MYRINGACU;Acute myringitis;H730;H
H8_MYRINGCHRON;Chronic myringitis;H731;H
H8_MYRINGNAS;Other specified/unspecified disorders of tympanic membrane;H73[8-9];H
H8_NOISEINNER;Noise effects on inner ear;H833;H
H8_NONSUPPNAS;Nonsuppurative otitis media;H65;H
H8_OSSICABN;Abnormalities of ear ossicles;H743;H
H8_OTALGIA;Otalgia;H920;H
H8_OTHEREAR;Other disorders of ear;H9;H
H8_OTHHEARINGLOSS;Other hearing loss;$!$;$
H8_OTIMEDNAS;Otitis media, unspecified;H669;H
H8_OTORRHAGIA;Otorrhagia;H922;H
H8_OTORRHOEA;Otorrhoea;H921;H
H8_OTOSCLE;Otosclerosis;H80;H
H8_PERCHRONDR;Perichondritis of external ear;H610;H
H8_PERFORATION;Perforation of tympanic membrane;H72;H
H8_PERIPHVERTIGO;Other peripheral vertigo;H813;H
H8_PINNADIS;Noninfective disorders of pinna;H611;H
H8_POLYPMIDD;Polyp of middle ear;H744;H
H8_POSTMASTCHOLEASTOMA;Recurrent cholesteatoma of postmastoidectomy cavity;H950;H
H8_POSTMASTNAS;Other disorders following mastoidectomy;H951;H
H8_POSTOP;Postprocedural disorders of ear and mastoid process, not elsewhere classified;;
H8_POSTOPNAS;Other/unspecified postprocedural disorders of ear and mastoid process;H95[8-9];H
H8_STENOEXTCAN;Acquired stenosis of external ear canal;H613;H
H8_SUP_ACUTE;Acute suppurative otitis media;H660;H
H8_SUP_OTINAS;Suppurative otitis media, unspecified;H664;H
H8_TINNITUS;Tinnitus;H931;H
H8_TYMPSCLE;Tympanosclerosis;H740;H
H8_VERTIGO;Disorders of vestibular function (Vertigo);;
H8_VERTIGOCENT;Vertigo of central origin;H814;H
H8_VESTIBNEUR;Vestibular neuronitis;H812;H
H8_VESTIFUNCNAS;Other/unspecified disorders of vestibular function;H81[8-9];H
HAEMOPHIL_SEPTICHE;Haemophilus septicemia;A413;A
HERING_BILATERAL;Inguinal hernia, bilateral;K40[0-2];K
HERING_UNILATERAL;Inguinal hernia, unilateral;K41[3-9];K
HYPOTE_DRUGS;Hypotension due to drugs;I952;I
HYPOTHY_REIMB;Hypothyroidism, drug reimbursement;;
I9_ABAORTANEUR;Abdominal aortic aneurysm (AAA);I713|I714;I
I9_AF;Atrial fibrillation and flutter;I48;I
I9_AF_REIMB;Atrial fibrillation and flutter with reimbursement;;
I9_ANEURYSM;Cerebral aneurysm, nonruptured;I671;I
I9_ANGINA;Angina pectoris;I20;I
I9_ANGIO;Coronary angioplasty;;
I9_AORTANEUR;Aortic aneurysm;I71[1-9];I
I9_AORTDIS;Dissection of aorta;I710;I
I9_ARTEMBTHR;Arterial embolism and thrombosis;;
I9_ARTEMBTHRLOW;Arterial embolism and thrombosis of lower extremity artery;I743;I
I9_ARTEMBTHRNAS;Other arterial embolism and thrombosis;I74;I
I9_ARTOTH;Other diseases of arteries and capillaries;I7[7-9];I
I9_ATHSCLE;Atherosclerosis, excluding cerebral and coronary sclerosis;I70;I
I9_AVBLOCK;AV-block;I44[0-3];I
I9_CABG;Coronary artery bypass grafting;;
I9_CARDARR;Cardiac arrest;I46;I
I9_CARDMSEC;Cardiomyopathies, Secondary/extrinsic;I426|I427;I
I9_CARDMYO;Cardiomyopathy;I42;I
I9_CARDMYOALC;Alcoholic cardiomyopathy;I426;I
I9_CARDMYOHYP;Cardiomyopathy, Hypertrophic obstructive;I421;I
I9_CARDMYOINOTH;Cardiomyopathy in other diseases;I43;I
I9_CARDMYOOTH;Cardiomyopathy, other and unspecified;I428|I429;I
I9_CARDMYORESTR;Restrictive cardiomyopathy;I425;I
I9_CAVS_OPERATED;Calcific aortic valvular stenosis, operated;;
I9_CEREBAMY;Cerebral amyloid angiopathy;I680;I
I9_CEREBATHER;Cerebral atherosclerosis;I672;I
I9_CEREBDOTH;Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere;I67[8-9]|I688;I
I9_CEREBRART;Cerebral arteritis;I677|I68[1-2];I
I9_CHD;Major coronary heart disease event;I200|I21|I22;I
I9_CONDUCTIO;Conduction disorders;I44|I45;I
I9_CORATHER;Coronary atherosclerosis;I25|I24|Z951|T822;I
I9_CVD_HARD;Hard cardiovascular diseases;;
I9_DISCER;Dissection of cerebral arteries, nonruptured;I670;I
I9_DISVEINLYMPH;Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified;;
I9_E_DRONE;Dronedarone medication;;
I9_EMBTHROAOR;Embolism and thrombosis of abdominal aorta;I740;I
I9_ENDOCARD;Endocarditis;I33|I38|I39;I
I9_HEARTFAIL;Heart failure, strict;I50|I110|I130|I132;I
I9_HEARTFAIL_AND_CHD;Heart failure and coronary heart disease;;
I9_HEARTFAIL_AND_HYPERTCARDIOM;Heart failure and hypertrophic cardiomyopathy;;
I9_HEARTFAIL_AND_OVERWEIGHT;Heart failure and bmi 25plus;;
I9_HYPERTENC;Hypertensive encephalopathy;I674;I
I9_HYPERTROCARDMYOP;Hypertrophic cardiomyopathy;I42[1-2];I
I9_HYPOTE;Hypotension;I95;I
I9_HYPTENS;Hypertension;I10|I11|I12|I13|I15|I674;I
I9_HYPTENSEC;Secondary hypertension;I15;I
I9_HYPTENSESS;Hypertension, essential;I10;I
I9_HYPTENSHD;Hypertensive Heart Disease;I11;I
I9_HYPTENSPOR;Hypertension, portal;K766;K
I9_HYPTENSPUL;Hypertension, Pulmonary Arterial;I270;I
I9_HYPTENSRD;Hypertensive Renal Disease;I12;I
I9_ICH;Intracerebral haemorrhage;I61;I
I9_IHD;Ischaemic heart disease, wide definition;I2[0-5];I
I9_INTRACRA;Nontraumatic intracranial haemmorrhage;;
I9_LBBB;Left bundle-branch block;I44[4-7];I
I9_LYMPHADE;Nonspecific lymphadenitis;I88;I
I9_LYMPHOTH;Other noninfective disorders of lymphatic vessels and lymph nodes;I89;I
I9_MI_COMPLICATIONS;Complications following myocardial infarction;I23;I
I9_MI_STRICT;Myocardial infarction, strict;I21|I22;I
I9_MYOCARD;Myocarditis;I4[0-1];I
I9_NONISCHCARDMYOP;Non-ischemic cardiomyopathy;;
I9_NONISCHCARDMYOP_STRICT;Nonischemic cardiomyopathy;I420|I511;I
I9_OTHANEUR;Other aneurysm;I72;I
I9_OTHARR;Other arrhythmias;I49;I
I9_OTHILLHEART;Other or ill-defined heart diseases;I5[1-2];I
I9_OTHINTRACRA;Other intracranial haemorrhages;I62;I
I9_OTHOTH;Other other unspecified disorders of the circulatory system;I9[7-9];I
I9_OTHPER;Other peripheral vascular diseases;I73;I
I9_PAROXTAC;Paroxysmal tachycardia;I47;I
I9_PERICAOTH;Other diseases of pericardium;I31;I
I9_PERICARD;Pericarditis;I30|I32;I
I9_PHLETHROM;Phlebitis and thrombophlebitis (not including DVT);I80;I
I9_PHLETHROMBDVTLOW;DVT of lower extremities;I80[12];I
I9_POSTAMI;Status post-ami;I253;I
I9_PROGVASC;Progressive vascular leukoencephalopathy;I673;I
I9_PULMEMB;Pulmonary embolism;I26;I
I9_PVT;Portal vein thrombosis;I81;I
I9_RBBB;Right bundle-branch block;I45[0-1];I
I9_REVASC;Coronary revascularization (ANGIO or CABG);;
I9_RHEUFEV;Rheumatic fever incl heart disease;;
I9_RHEUFEVHRT;Rheumatic fever with heart involvement;I01|I020;I
I9_RHEUFEVWITHOUTHEART;Rheumatic fever without mention of heart involvement;I00|I029;I
I9_RHEUOTHHRT;Rheumatic heart disease, other;I09;I
I9_RHEUVALV;Rheumatic valve diseases;I0[5-8];I
I9_SAH;Subarachnoid haemorrhage;I60;I
I9_SAHANEUR;Aneurysms, operations, SAH;;
I9_SECONDRIGHT;Secondary right heart disease;I27;I
I9_SEQULAE;Sequelae of cerebrovascular disease;I69;I
I9_STENOSIS;Occlusion and stenosis of arteries, not leading to stroke;I66;I
I9_STR;Stroke, excluding SAH;I61|I63|I64;I
I9_STR_EMBOLIC;Embolic stroke;I631;I
I9_STR_EMBOLIC_WITH_FLIMMER;Embolic stroke with flimmer;;
I9_THAORTANEUR;Thoracic aortic aneurysm;I7101|I71[12]|Q2543;I
I9_THROMBANG;Thromboangiitis obliterans;I731;I
I9_THROMBICV;Nonpyogenic thrombosis of intracranial venous system;I676;I
I9_THROMBOTH;Other embolism and thrombosis;I82;I
I9_TIA;Transient ischemic attack;G45;G
I9_UAP;Unstable angina pectoris;I200;I
I9_VARICVE;Varicose veins;I83;I
I9_VARICVEOES;Oesophageal varices;I85;I
I9_VARICVESOTH;Varicose veins of other sites;I86;I
I9_VASCINT;Vascular diseases of the intestine;K55[0-1]|K559;K
I9_VASCSYND;Vascular syndromes of brain in cerebrovascular disorders;G46;G
I9_VEINSOTH;Other disorders of veins;I87;I
I9_VHD;Valvular heart disease excluding rheumatic fever;;
I9_VTE;Venous thromboembolism;I26|I80|O871|O882;I
ILD_ENDPOINTS;Interstitial lung disease endpoints;;
ILD_INSUFFICIENCY;ILD-related respiratory insufficiency;;
INCREASEDMUSCLETONE;Increased muscle tone;R29[0|3];R
INFLUENZA;All influenza (not pneumonia);J1[0-1];J
INTERSTITIAL_CYSTIT_CHRONIC;Interstitial cystitis (chronic), drug-induced;N301;N
INV_VENT;Invasive ventilation;;
IPF;Idiopathic pulmonary fibrosis;J841;J
J10_ABSCLUNGPNEUMO;Abscess of lung;J85[1-2];J
J10_ABSCMEDIASTINUM;Abscess of mediastinum;J853;J
J10_ACUTELOWERNAS;Unspecified acute lower respiratory infection;J22;J
J10_ACUTEUPPERINFEC;Acute upper respiratory infections of multiple and unspecified sites;J06;J
J10_AIRWDISDUST;Airway disease due to specific organic dust;J66;J
J10_ARDS;Adult respiratory distress syndrome;J80;J
J10_ASBESTPNEUMOC;Pneumoconiosis due to asbestos and other mineral fibres;J61;J
J10_ASTHMACOPDKELA;Asthma/COPD (KELA code 203);;
J10_BRONCH;Bronchitis, not specified as acute or chronic;J40;J
J10_BRONCHIECTASIS;Bronchiectasis;J47;J
J10_BRONCHIOLITIS;Acute bronchiolitis;J21;J
J10_BRONCHITIS;Acute bronchitis;J20;J
J10_BRONCHNAS;Unspecified chronic bronchitis;J42;J
J10_CHEMGASRESP;Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours;J68;J
J10_CHRONLARYNGITIS;Chronic laryngitis and laryngotracheitis;J37;J
J10_CHRONRHINITIS;Chronic rhinitis, nasopharyngitis and pharyngitis;J31;J
J10_CHRONSINUSITIS;Chronic sinusitis;J32;J
J10_CHRONTONSADEN;Chronic diseases of tonsils and adenoids;J35;J
J10_COLD;Acute nasopharyngitis (common cold);J00;J
J10_COPD;COPD;;
J10_EMPHYSEMA;Emphysema;J43;J
J10_EPIGLOTTITIS;Acute epiglottitis;J051;J
J10_EXTERLUNG;Lung diseases due to external agents;J[6-7];J
J10_HYPERSPNEUMONI;Hypersensitivity pneumonitis due to organic dust;J67;J
J10_INFLUENZA;All influenza;J09|J1[0-1];J
J10_INFLUPNEU;Influenza and pneumonia;J09|J1;J
J10_INORGPNEUMOC;Pneumoconiosis due to other inorganic dusts;J63;J
J10_LARYNGITIS;Acute laryngitis and tracheitis;J04|J050;J
J10_LOWCHRON;Chronic lower respiratory diseases;J4;J
J10_LOWERINF;Other acute lower respiratory infections;J2[0-2];J
J10_NASALPOLYP;Nasal polyp;J33;J
J10_NECROTIC;Suppurative and necrotic conditions of lower respiratory tract;J8[5-6];J
J10_PERITONSABSC;Peritonsillar abscess;J36;J
J10_PHARYNGITIS;Acute pharyngitis;J02;J
J10_PLEURA;Other diseases of pleura;J9[0-9];J
J10_PLEUREFFUSION;Pleural effusion;J9[0-1];J
J10_PLEUROTH;Other pleural conditions;J94;J
J10_PLEURPLAGUE;Pleural plaque;J92;J
J10_PNEUMOBACT;Bacterial pneumoniae;;
J10_PNEUMOHAEM;Pneumonia due to Haemophilus influenzae;J14;J
J10_PNEUMONIA;All pneumoniae;;
J10_PNEUMONISOLLIQ;Pneumonitis due to solids and liquids;J69;J
J10_PNEUMONONBACT;Pneumonia due to other infectious organisms, not elsewhere classified;J16|J17[2-8];J
J10_PNEUMOPNEUMO;Pneumonia due to Streptococcus pneumoniae;J13;J
J10_PNEUMOTHORAX;Pneumothorax;J93;J
J10_PULMEOS;Pulmonary eosinophilia, not elsewhere classified;J82;J
J10_PULMOEDEMA;Pulmonary oedema;J81;J
J10_PYOTHORAX;Pyothorax;J86;J
J10_RESPCONDEXT;Respiratory conditions due to other external agents;J70;J
J10_RESPOTHER;Other diseases of the respiratory system;J9[5-8];J
J10_SEPTDEV;Deviated nasal septum;J342;J
J10_SILICAPNEUMOC;Pneumoconiosis due to dust containing silica;J62;J
J10_SIMPLBRONCH;Simple and mucopurulent chronic bronchitis;J41;J
J10_SINUSITIS;Acute sinusitis;J01;J
J10_TONSILLECTOMY;Tonsillectomy and adenotomy;;
J10_TONSILLITIS;Other and unspecified tonsillitis;J03;J
J10_UPPERDIS;Other diseases of upper respiratory tract;J3;J
J10_UPPERINFEC;Acute upper respiratory infections;J0[0-6];J
J10_VIRALPNEUMO;Viral pneumonia;J12|J171|J100|J110|B012|B068|B250;J
J10_VOCALLARYNX;Diseases of vocal cords and larynx;J34|J3[8-9];J
JOINTPAIN;Pain in joint;M255;M
JUVEN_ARTHR;Juvenile arthritis (FINNGEN);;
K11_ABRASION;Abrasion of teeth;K031;K
K11_ABSCANAL;Abscess of anal and rectal regions;K61;K
K11_ACHAL;Achalasia of cardia;K220;K
K11_ACUTGASTR;Acute gastritis;K29[0-1];K
K11_ACUTPANC;Acute pancreatitis;K85;K
K11_ADHE;Intestinal adhesions without obstruction;K565;K
K11_ALCGASTR;Alcoholic gastritis;K292;K
K11_ALCOLIV;Alcoholic liver disease;K70;K
K11_ANOMALI_DENTAL_ARCH_RELATIONS1;Anomalies of dental arch relationship, including avohilmo;K072;K
K11_APHTA_RECUR;Recurring oral aphthae;K12[01];K
K11_APHTA_RECUR_INCLAVO;Recurring oral aphthae, including avohilmo;K12[01];K
K11_APPENDACUT;Acute appendicitis;K35;K
K11_APPENDECTOMY;Appendectomy;;
K11_APPENDOTH;Other appendicitis;K3[6-7];K
K11_ASYMMETRY_JAW;Asymmetry of jaw;K0710;K
K11_ATTRITION;Excessive attrition of teeth;K030;K
K11_BARRET;Barrett oesophagus;K227;K
K11_BILIAOTH;Other diseases of biliary tract;K83;K
K11_CARIES_1_OPER_ONLYAVO;Dental caries 1 and operation codes, only avohilmo;;
K11_CARIES_2_OPER_ONLYAVO;Dental caries 2 and operation codes, only avohilmo;;
K11_CARIES_3_OPER_ONLYAVO;Dental caries 3 and operation codes, only avohilmo;;
K11_CARIES_DENTIN;Dentinal caries;K021;K
K11_CD_STRICT_PSC;Crohn's disease (strict) with PSC;;
K11_CD_STRICT2;Crohn disease (strict definition, require KELA, min 2 HDR);K50;K
K11_CHOLANGI;Cholangitis (primary sclerosing, PSC);K830;K
K11_CHOLANGI_STRICT;Cholangitis (primary sclerosing, PSC), with reimbursement 202;K830;K
K11_CHOLECYST;Cholecystitis;K81;K
K11_CHOLECYSTECTOMY;Cholecystectomy;;
K11_CHOLELITH;Cholelithiasis;K80;K
K11_CHRONGASTR;Chronic gastritis;K29[3-5];K
K11_CHRONHEP;Chronic hepatitis, not elsewhere classified;K73;K
K11_CHRONPANC;Chronic pancreatitis;K86[0-1];K
K11_COELIAC;Coeliac disease;K900;K
K11_CONSTIPATION;Constipation;K590;K
K11_CROSSBITE;Crossbite;K0725;K
K11_CROWDI_TEETH;Crowding of teeth, including avohilmo;K0730;K
K11_DEEP_BITE;Deep bite;K0723;K
K11_DEEP_BITE_SURGERY;Deep bite that required surgery;K0723;K
K11_DENTOFACIAL_ANOMALIES;Dentofacial anomalies [including malocclusion];K07;K
K11_DEPOSITS;Deposits [accretions] on teeth;K036;K
K11_DIAHER;Diaphragmatic hernia;K44;K
K11_DISLIVOTH;Other diseases of liver;K76;K
K11_DISOESINOTH;Disorders of oesophagus in diseases classified elsewhere;K23;K
K11_DISORD_TEETH;Other disorders of teeth and supporting structures;K08;K
K11_DISTAL_BITE;Distal bite;K0720;K
K11_DIVERTIC;Diverticular disease of intestine;K57;K
K11_DULC;Duodenal ulcer;K26;K
K11_EMBED_TEETH;Embedded teeth, including avohilmo;K010;K
K11_EMBIMPACT_TEETH;Embedded and impacted teeth;K01;K
K11_ENERCOLNONINF;Noninfective enteritis and colitis;K5[0-2];K
K11_EROSION;Erosion of teeth;K032;K
K11_EROSION_INCLAVO;Erosion of teeth, including avohilmo;;
K11_ERUPTION;Tooth eruption problems;K010|K0068|K0069;K
K11_FEMHER;Femoral hernia;K41;K
K11_FIBROCHIRLIV;Fibrosis and cirrhosis of liver;K74;K
K11_FISTULA;Colonic or urogenital fistula;K316|K383|K60|K63.2|N321|N82[2-4];K
K11_FUNCDYSP;Functional dyspepsia;K30;K
K11_GALLBLAOTH;Other diseases of gallbladder;K82;K
K11_GASTRODUOULC;Gastroduodenal ulcer;K2[5-8];K
K11_GINGIV_HYPERPLAS;Gingival hyperplasia;K061;K
K11_GINGIVA;Other disorders of gingiva or/and edentulous alveolar ridge;K06;K
K11_GINGIVITIS_PERIODONTAL;Gingivitis and periodontal diseases;K05;K
K11_GJULC;Gastrojejunal ulcer;K28;K
K11_GULC;Gastric ulcer;K25;K
K11_HAEMORR;Haemorrhoids and perianal venous thrombosis;K64;K
K11_HEPFAIL;Hepatic failure, not elsewhere classified;K72;K
K11_HERING;Inguinal hernia;K40;K
K11_HERNIA;Hernia;K4;K
K11_HYPERTROPHY_TONGUE_PAPILLAE;Hypertrophy of tongue papillae;K143;K
K11_HYPO_ONLY;Tooth agenesis EXCLUDE clefts and syndromes;K0000;K
K11_HYPOPLASIA_ENAMEL;Hypoplasia of dental enamel, including avohilmo;K0040;K
K11_HYPOPLASIA_ENAMEL_INCLAVO;Hypoplasia of dental enamel , including avohilmo;K0040;K
K11_HYPOPLASIA_ENAMEL_PRENATAL;Hypoplasia of dental enamel, prenatal;K0041;K
K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO;Hypoplasia of dental enamel, prenatal , including avohilmo;K0041;K
K11_IBD_STRICT;Inflammatory bowel disease, strict (require KELA);;
K11_IBD_STRICT_PSC;IBD (strict) with PSC;;
K11_IBS;Irritable bowel syndrome;K58;K
K11_ILEUS;Paralytic ileus and intestinal obstruction;K56;K
K11_IMPACT;Impaction of intestines;K56[3-4];K
K11_IMPACTED_TEETH;Impacted teeth;K011;K
K11_INTESTOTH;Other diseases of intestines;K5[5-9]|K6[0-3];K
K11_INTUSS;Intussusception;K561;K
K11_JAWS;Other diseases of jaws;K10;K
K11_LICHEN_PLANUS_WIDE;Lichen ruber planus, wide definition including periferal and oral lichen planus;;
K11_LIP_ORAL_MUCOSA;Other diseases of lip and oral mucosa;K13;K
K11_LIVDISINOTH;Liver disorders in diseases classified elsewhere;K77;K
K11_LIVER;Diseases of liver;K7;K
K11_MAJOR_ANOMALI_JAW_SIZE;Major anomalies of jaw size;K070;K
K11_MALABSORB;Intestinal malabsorption;K90;K
K11_MANDIBULAR_HYPOPL;Mandibular hypoplasia;K0704;K
K11_MAXIL_CANINE_FAILED_ERUPT_OBSTRUCTION_TOOTH;Impacted maxillary canine;K0112;K
K11_MAXIL_CANINE_PALAT;Palatinal maxillary canine;K0735|K01;K
K11_MAXIL_HYPOPL;Maxillary  hypoplasia;K0703;K
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH;Impacted maxillary molar;K0116;K
K11_MAXIL_PROGN;Maxillary prognathism;K0712;K
K11_MESIAL_BITE;Mesial bite;K0721;K
K11_MIH;Molar incisor enamel hypoplasia;K004[0-1];K
K11_MIH_CARIES;Molar incisor enamel hypoplasia, with caries;K004[0-1];K
K11_MISS_TEETH_ACCID_EXTR_PAROD;Missing teeth due to accident, extraction or parodontitis;K081;K
K11_MN_PROGN;Mandibular prognathia;K0711;K
K11_MN_PROGN_AND_SURGRT;Mandibular prognathia AND surgery (LeFortI or BSSRO);K0711;K
K11_MN_PROGN_AND_SURGRT_INCLAVO;Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO), including avohilmo;;
K11_MN_RETRGN;Mandibular retrognathia;K0713;K
K11_MN_RETRGN_AND_SURG;Mandibular retrognathia AND surgery (BSSRO);K0713;K
K11_OESITIS;Oesophagitis;K20;K
K11_OESITIS_ADVERSE;Oesophagitis, drug-induced;K20;K
K11_OESOBST;Oesophageal obstruction;K222;K
K11_OESSTODUO;Diseases of oesophagus, stomach and duodenum;K2|K3[0-1];K
K11_OESULC;Ulcer of oesophagus;K221;K
K11_OESULC_ADVERSE;Ulcer of oesophagus, drug-induced;K221;K
K11_OPEN_BITE;Open bite;K0724;K
K11_OPEN_BITE_SURGERY;Open bite that required surgery (Lefort1 or BSSRO);K0724;K
K11_ORAL;Diseases of oral cavity, salivary glands and jaws;K0;K
K11_ORAL_LEUCOPLAC_RELAT;Oral leukoplakia and related diseases;K132;K
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO;Oral leukoplakia and related diseases, including avohilmo;K132;K
K11_ORAL_LEUCOPLACIA;Oral leukoplakia;K132[01];K
K11_ORAL_LEUCOPLACIA_INCLAVO;Oral leukoplakia, including avohilmo;K132[01];K
K11_ORAL_LICHEN_PLANUS;Oral lichen ruber planus;K1374;K
K11_ORALCYST;Cysts of oral region, not elsewhere classified;K09;K
K11_OTHABDHER;Other and unspecified abdominal hernia;K4[5-6];K
K11_OTHANRECT;Other diseases of anus and rectum;K62;K
K11_OTHAPPEND;Other diseases of appendix;K38;K
K11_OTHDIG;Diseases of the digestive system;K9;K
K11_OTHDISDIG;Other diseases of the digestive system;K92;K
K11_OTHDISOES;Other diseases of oesophagus;K22[4-9];K
K11_OTHDISSTOMDUOD;Other diseases of stomach and duodenum;K31;K
K11_OTHENTERCOL;Other noninfective gastroenteritis and colitis;K52;K
K11_OTHFUNC;Other functional intestinal disorders;K59;K
K11_OTHGASTR;Other gastritis (incl. Duodenitis);K29[6-9];K
K11_OTHILEUS;Other or unspecified ileus, impaction or obstruction;K564|K56[6-7];K
K11_OTHINFLIV;Other inflammatory liver diseases;K75;K
K11_OTHINT;Other diseases of intestine;K63;K
K11_OTHPERITON;Other diseases of peritoneum;K66;K
K11_OVERJET;Overjet;K0722;K
K11_PANCOTH;Other diseases of pancreas;K86[2-9];K
K11_PARALIL;Paralytic ileus;K560;K
K11_PARODON_OPER;Parodontitis or operation codes;K0530|K0531|K054;K
K11_PARODON_OPER_DENTAL_OPER;Parodontitis or/and operation codes;;
K11_PARODON_PERIAPIC_CHRONIC;Chronic periapical parodontitis;K045;K
K11_PERFOES;Perforation of oesophagus;K223;K
K11_PERIODON_CHRON;Chronic periodontitis;K053[01];K
K11_PERIODON_CHRON_COMPL;Chronic periodontitis, complicated;K0531;K
K11_PERIODONTAL_NOS;Periodontal disease, other/unspecified;K05[5-6];K
K11_PERIODONTOSIS;Periodontosis;K054;K
K11_PERITON;Diseases of peritoneum;K6[5-7];K
K11_PERITONITIS;Acute peritonitis;K65;K
K11_POSTOPDIS;Postprocedural disorders of digestive system, not elsewhere classified;K91;K
K11_PSC_COLITIS_STRICT;Colitis, primary sclerosing, strict definition;;
K11_PULC;Peptic ulcer;K27;K
K11_PULP_PERIAPICAL;Diseases of pulp and periapical tissues;K04;K
K11_PULPITIS_1_ONLYAVO;Dental pulpitis;;
K11_PULPITIS_3;Dental pulpitis 3;K04;K
K11_REFLUX;Gastro-oesophageal reflux disease;K21;K
K11_REIMB_202;Reimbursement for rheumatic diseases;;
K11_RESORPTION;Pathological resorption of teeth;K033;K
K11_RETROG_MAXILLAE;Maxillary retrognathism;K0714;K
K11_SALIVARY;Diseases of salivary glands;K11;K
K11_SCISS_BITE;Scissor bite;K0727;K
K11_STOMATITIS;Stomatitis and related lesions;K12;K
K11_SUPNUM_ONLY;Supernumerary teeth EXCLUDE clefts and syndromes;K001;K
